"**PROJ"
"*PROJ_ID","*PROJ_NAME","*PROJ_LOC","*PROJ_CLNT","*PROJ_CONT","*PROJ_ENG","*PROJ_MEMO","*PROJ_DATE","*PROJ_AGS","*FILE_FSET"
"<UNITS>","","","","","","","","",""
"k4976","SI Works for Slope Strengthening Works at Registry of Marriage (ROM)","Fort Canning Park (ROM)","Ministry of Social and Family Development","Ryobi Geotechnique Pte Ltd","Chen Jiun Fook","1 Borehole, Field, Laboratory data","","",""
"<CONT>","","","","",""," and Tests","26/01/2016","3.1","RG/2016/k4976/260115/mmh"

"**ABBR"
"*ABBR_HDNG","*ABBR_CODE","*ABBR_DESC"
"MONPB","Monochlorobiphenyl"
"MCPHE","Monochlorophenol(Total)"
"MTBE","MTBE"
"NBUT","n- Butylbenzene"
"NNNP","n- Nitrosodi-n-Propylamine"
"NNDPA","N- Nitrosodiphenylamine"
"NPB","n- Propylbenzene"
"NAPTHH","Naphthalene"
"NAP1M","Naphthalene1 -methyl-"
"NAP12D","Naphthalene1,2 -dimethyl-"
"NAPHOLS","Naphthols"
"NI","Nickel"
"NIRS","Nitrate"
"NIIS","Nitrite"
"NITB","Nitrobenzene"
"GNIT","Nitrogen"
"NONPB","Nonachlorobiphenyl"
"NIDW","Nonionic detergents"
"NONP","Nonylphenol"
"NSOS","NSO/Resins"
"OCP","o- Cresol"
"OXYL","o- Xylene"
"OCTPB","Octachlorobiphenyl"
"OCTC","Octacosane"
"OCTD","Octadecane"
"OMS","Organicmatter"
"PBLS","Organolead"
"TIOS","Organotin"
"ORGS","Organosulphur compounds"
"ORTHS","Orthophosphate"
"GOX","Oxygen"
"PCP","p- Cresol"
"PAHS","Polynucleararomatic hydrocarbons(Total)"
"PARTH","Parathion"
"PCB101S","PCB101"
"PCB118S","PCB118"
"PCB138S","PCB138"
"PCB153S","PCB153"
"PCB156S","PCB156"
"PCB180S","PCB180"
"PCB28S","PCB28"
"PCB31S","PCB31"
"PCB52S","PCB52"
"PCHLB","Pentachlorobenzene(Total)"
"PENPB","Pentachlorobiphenyl"
"PNCP","Pentachlorophenol"
"PRO","Petrol range organics"
"PHS","pH"
"PPENN","Phenanthrene"
"PHE","Phenol"
"PHEMS","Phenol(Monohydric)"
"PHETS","Phenol(Total)"
"PHEIDX","Phenol Index"
"PHOR","Phorate"
"POSPM","Phosphamidon"
"PHOS","Phosphate"
"PHOTS","Phosphorous"
"PHTH","Phthalates(Total)"
"PIRIM","Pirimiphos"
"PT","Platinum"
"PCBS","Polychlorinatedbiphenyls"
"K","Potassium"
"PPTDE","ppTDE"
"PROM","Prometryn"
"GPROP","Propane"
"PROPZ","Propazine"
"PROPP","Propetamphos"
"PGLW","Propylene glycol"
"PYRN","Pyrene"
"PYR","Pyridine"
"RDN","Radon"
"REPTW","Redox potential"
"RESO","Resorcinol"
"SALM","Salmonellae excluding  S typhi"
"GSATH","Saturated hydrocarbons"
"SECB","sec- Butylbenzene"
"SE","Selenium"
"SILS","Silica"
"SI","Silicon"
"AG","Silver"
"SIMZ","Simazine"
"SIMT","Simetryne"
"NA","Sodium"
"SOLVS","Solvent extractable matter"
"STONE","Stonecontent"
"SR","Strontium"
"STY","Styrene"
"SO3","Sulphateas SO3"
"SO4","Sulphateas SO4"
"SULIS","Sulphide"
"SULES","Sulphur"
"SULWS","Water-Soluable Sulphate Content"
"TECZ","Tecnazene"
"TE","Tellurium"
"TERB","Terbutryn"
"TERTB","tert- Butylbenzene"
"4CB","Tetrachlorobenzene(Total)"
"TETPB","Tetrachlorobiphenyl"
"TCE","Tetrachloroethane"
"TETC","Tetrachloroethene"
"TR4MS","Tetrachloromethane"
"4TCP","Tetrachlorophenol(Total)"
"TETRC","Tetracosane"
"TETRD","Tetradecane"
"THF","Tetrahydrofuran"
"THT","Tetrahydrothiophene"
"TTC","Tetratriacontane"
"TL","Thallium"
"TCOL","ThermotolerantColiforms"
"THIOS","Thiocyanate"
"SN","Tin"
"TI","Titanium"
"TOL","Toluene"
"TCC","Total Coliform count"
"DISS","Total dissolved solids"
"THW","Total hardness"
"TIC","Total inorganic carbon"
"ORGCW","Total organic carbon"
"TONIW","Total oxidised nitrogen"
"TPH","Total petroleum hydrocarbons"
"TPC","Total plate count"
"SUSP","Total suspended solids"
"TVC","Totalviable count"
"T12DE","Trans- 1,2-Dichloroethene"
"T13DP","Trans- 1,3-Dichloropropene"
"TCONT","Triacontane"
"TRIZP","Triazophos"
"TBM","Tribromomethane"
"TBT","Tributyltin"
"TCHLB","Trichlorobenzene(Total)"
"TRICPB","Trichlorobiphenyl"
"TRCE","Trichloroethene"
"TCFE","Trichlorofluoromethane"
"TR3MS","Trichloromethane"
"TCPHE","Trichlorophenol(Total)"
"TRIZ","Trietazine"
"TRIF","Trifluralin"
"TMPHE","Trimethylphenols"
"TPT","Triphenyltin"
"TURBW","TurbidityN TU"
"UREA","Urea"
"V","Vanadium"
"VCHL","Vinylchloride"
"VFATW","Volatilefatty acids"
"VSOLW","Volatilesuspended solids"
"VOLS","Volatiles"
"XYL","Xylenols"
"XEP","Xylenols& Ethylphenols"
"ZN","Zinc"
"STOP",""
